lr;epoch;iteration;global_iteration
3.319289549772821e-05;5;17;1362
3.3184634448574975e-05;5;18;1363
3.317637339942173e-05;5;19;1364
3.316811235026849e-05;5;20;1365
3.3159851301115246e-05;5;21;1366
3.3151590251962e-05;5;22;1367
3.314332920280876e-05;5;23;1368
3.313506815365552e-05;5;24;1369
3.312680710450228e-05;5;25;1370
3.311854605534903e-05;5;26;1371
3.311028500619579e-05;5;27;1372
3.310202395704255e-05;5;28;1373
3.3093762907889304e-05;5;29;1374
3.3085501858736066e-05;5;30;1375
3.307724080958282e-05;5;31;1376
3.3068979760429575e-05;5;32;1377
3.306071871127634e-05;5;33;1378
3.305245766212309e-05;5;34;1379
3.3044196612969846e-05;5;35;1380
3.303593556381661e-05;5;36;1381
3.302767451466336e-05;5;37;1382
3.3019413465510124e-05;5;38;1383
3.301115241635688e-05;5;39;1384
3.3002891367203634e-05;5;40;1385
3.2994630318050395e-05;5;41;1386
3.298636926889715e-05;5;42;1387
3.297810821974391e-05;5;43;1388
3.2969847170590666e-05;5;44;1389
3.296158612143742e-05;5;45;1390
3.295332507228418e-05;5;46;1391
3.294506402313094e-05;5;47;1392
3.29368029739777e-05;5;48;1393
3.2928541924824454e-05;5;49;1394
3.292028087567121e-05;5;50;1395
3.291201982651797e-05;5;51;1396
3.2903758777364725e-05;5;52;1397
3.2895497728211486e-05;5;53;1398
3.288723667905824e-05;5;54;1399
3.2878975629904996e-05;5;55;1400
3.287071458075176e-05;5;56;1401
3.286245353159851e-05;5;57;1402
3.2854192482445273e-05;5;58;1403
3.284593143329203e-05;5;59;1404
3.283767038413879e-05;5;60;1405
3.2829409334985545e-05;5;61;1406
3.2821148285832306e-05;5;62;1407
3.281288723667906e-05;5;63;1408
3.2804626187525816e-05;5;64;1409
3.279636513837258e-05;5;65;1410
3.278810408921933e-05;5;66;1411
3.277984304006609e-05;5;67;1412
3.277158199091285e-05;5;68;1413
3.276332094175961e-05;5;69;1414
3.2755059892606364e-05;5;70;1415
3.274679884345312e-05;5;71;1416
3.273853779429988e-05;5;72;1417
3.2730276745146635e-05;5;73;1418
3.27220156959934e-05;5;74;1419
3.271375464684015e-05;5;75;1420
3.270549359768691e-05;5;76;1421
3.269723254853367e-05;5;77;1422
3.268897149938042e-05;5;78;1423
3.2680710450227184e-05;5;79;1424
3.267244940107394e-05;5;80;1425
3.26641883519207e-05;5;81;1426
3.2655927302767455e-05;5;82;1427
3.264766625361421e-05;5;83;1428
3.263940520446097e-05;5;84;1429
3.2631144155307726e-05;5;85;1430
3.262288310615449e-05;5;86;1431
3.261462205700124e-05;5;87;1432
3.2606361007848e-05;5;88;1433
3.259809995869476e-05;5;89;1434
3.2589838909541514e-05;5;90;1435
3.2581577860388275e-05;5;91;1436
3.257331681123503e-05;5;92;1437
3.2565055762081785e-05;5;93;1438
3.2556794712928546e-05;5;94;1439
3.25485336637753e-05;5;95;1440
3.254027261462206e-05;5;96;1441
3.253201156546882e-05;5;97;1442
3.252375051631557e-05;5;98;1443
3.2515489467162334e-05;5;99;1444
3.250722841800909e-05;5;100;1445
3.249896736885585e-05;5;101;1446
3.2490706319702605e-05;5;102;1447
3.248244527054936e-05;5;103;1448
3.247418422139612e-05;5;104;1449
3.2465923172242876e-05;5;105;1450
3.245766212308964e-05;5;106;1451
3.244940107393639e-05;5;107;1452
3.244114002478315e-05;5;108;1453
3.243287897562991e-05;5;109;1454
3.242461792647666e-05;5;110;1455
3.241635687732342e-05;5;111;1456
3.240809582817018e-05;5;112;1457
3.2399834779016934e-05;5;113;1458
3.2391573729863696e-05;5;114;1459
3.238331268071045e-05;5;115;1460
3.2375051631557205e-05;5;116;1461
3.236679058240397e-05;5;117;1462
3.235852953325072e-05;5;118;1463
3.235026848409748e-05;5;119;1464
3.234200743494424e-05;5;120;1465
3.2333746385791e-05;5;121;1466
3.2325485336637754e-05;5;122;1467
3.231722428748451e-05;5;123;1468
3.230896323833127e-05;5;124;1469
3.2300702189178025e-05;5;125;1470
3.229244114002479e-05;5;126;1471
3.228418009087154e-05;5;127;1472
3.22759190417183e-05;5;128;1473
3.226765799256506e-05;5;129;1474
3.225939694341182e-05;5;130;1475
3.2251135894258574e-05;5;131;1476
3.224287484510533e-05;5;132;1477
3.223461379595209e-05;5;133;1478
3.2226352746798845e-05;5;134;1479
3.2218091697645607e-05;5;135;1480
3.220983064849236e-05;5;136;1481
3.220156959933912e-05;5;137;1482
3.219330855018588e-05;5;138;1483
3.218504750103263e-05;5;139;1484
3.2176786451879394e-05;5;140;1485
3.216852540272615e-05;5;141;1486
3.216026435357291e-05;5;142;1487
3.2152003304419665e-05;5;143;1488
3.2143742255266426e-05;5;144;1489
3.213548120611318e-05;5;145;1490
3.2127220156959936e-05;5;146;1491
3.21189591078067e-05;5;147;1492
3.211069805865345e-05;5;148;1493
3.2102437009500214e-05;5;149;1494
3.209417596034697e-05;5;150;1495
3.208591491119372e-05;5;151;1496
3.2077653862040485e-05;5;152;1497
3.206939281288724e-05;5;153;1498
3.2061131763733994e-05;5;154;1499
3.2052870714580756e-05;5;155;1500
3.204460966542751e-05;5;156;1501
3.203634861627427e-05;5;157;1502
3.202808756712103e-05;5;158;1503
3.201982651796778e-05;5;159;1504
3.201156546881454e-05;5;160;1505
3.20033044196613e-05;5;161;1506
3.199504337050806e-05;5;162;1507
3.1986782321354814e-05;5;163;1508
3.197852127220157e-05;5;164;1509
3.197026022304833e-05;5;165;1510
3.1961999173895085e-05;5;166;1511
3.195373812474185e-05;5;167;1512
3.19454770755886e-05;5;168;1513
3.1937216026435356e-05;5;169;1514
3.192895497728212e-05;5;170;1515
3.192069392812887e-05;5;171;1516
3.1912432878975634e-05;5;172;1517
3.190417182982239e-05;5;173;1518
3.1895910780669144e-05;5;174;1519
3.1887649731515905e-05;5;175;1520
3.187938868236266e-05;5;176;1521
3.187112763320942e-05;5;177;1522
3.1862866584056176e-05;5;178;1523
3.185460553490293e-05;5;179;1524
3.184634448574969e-05;5;180;1525
3.183808343659645e-05;5;181;1526
3.182982238744321e-05;5;182;1527
3.1821561338289964e-05;5;183;1528
3.181330028913672e-05;5;184;1529
3.180503923998348e-05;5;185;1530
3.1796778190830235e-05;5;186;1531
3.1788517141676996e-05;5;187;1532
3.178025609252375e-05;5;188;1533
3.177199504337051e-05;5;189;1534
3.176373399421727e-05;5;190;1535
3.175547294506402e-05;5;191;1536
3.1747211895910784e-05;5;192;1537
3.173895084675754e-05;5;193;1538
3.17306897976043e-05;5;194;1539
3.1722428748451055e-05;5;195;1540
3.1714167699297816e-05;5;196;1541
3.170590665014457e-05;5;197;1542
3.169764560099133e-05;5;198;1543
3.168938455183809e-05;5;199;1544
3.168112350268484e-05;5;200;1545
3.1672862453531603e-05;5;201;1546
3.166460140437836e-05;5;202;1547
3.165634035522512e-05;5;203;1548
3.1648079306071875e-05;5;204;1549
3.1639818256918636e-05;5;205;1550
3.163155720776539e-05;5;206;1551
3.1623296158612146e-05;5;207;1552
3.161503510945891e-05;5;208;1553
3.160677406030566e-05;5;209;1554
3.159851301115242e-05;5;210;1555
3.159025196199918e-05;5;211;1556
3.158199091284593e-05;5;212;1557
3.1573729863692694e-05;5;213;1558
3.156546881453945e-05;5;214;1559
3.155720776538621e-05;5;215;1560
3.1548946716232965e-05;5;216;1561
3.154068566707972e-05;5;217;1562
3.153242461792648e-05;5;218;1563
3.1524163568773237e-05;5;219;1564
3.151590251962e-05;5;220;1565
3.150764147046675e-05;5;221;1566
3.149938042131351e-05;5;222;1567
3.149111937216027e-05;5;223;1568
3.1482858323007024e-05;5;224;1569
3.1474597273853785e-05;5;225;1570
3.146633622470054e-05;5;226;1571
3.1458075175547295e-05;5;227;1572
3.1449814126394056e-05;5;228;1573
3.144155307724081e-05;5;229;1574
3.1433292028087566e-05;5;230;1575
3.142503097893433e-05;5;231;1576
3.141676992978108e-05;5;232;1577
3.1408508880627844e-05;5;233;1578
3.14002478314746e-05;5;234;1579
3.139198678232135e-05;5;235;1580
3.1383725733168115e-05;5;236;1581
3.137546468401487e-05;5;237;1582
3.136720363486163e-05;5;238;1583
3.1358942585708386e-05;5;239;1584
3.135068153655514e-05;5;240;1585
3.13424204874019e-05;5;241;1586
3.133415943824866e-05;5;242;1587
3.132589838909542e-05;5;243;1588
3.131763733994217e-05;5;244;1589
3.130937629078893e-05;5;245;1590
3.130111524163569e-05;5;246;1591
3.1292854192482444e-05;5;247;1592
3.1284593143329206e-05;5;248;1593
3.127633209417596e-05;5;249;1594
3.126807104502272e-05;5;250;1595
3.125980999586948e-05;5;251;1596
3.125154894671623e-05;5;252;1597
3.124328789756299e-05;5;253;1598
3.123502684840975e-05;5;254;1599
3.122676579925651e-05;5;255;1600
3.1218504750103264e-05;5;256;1601
3.1210243700950026e-05;5;257;1602
3.120198265179678e-05;5;258;1603
3.1193721602643535e-05;5;259;1604
3.11854605534903e-05;5;260;1605
3.117719950433705e-05;5;261;1606
3.116893845518381e-05;5;262;1607
3.116067740603057e-05;5;263;1608
3.115241635687733e-05;5;264;1609
3.1144155307724084e-05;5;265;1610
3.1135894258570846e-05;5;266;1611
3.11276332094176e-05;5;267;1612
3.1119372160264355e-05;5;268;1613
3.111111111111112e-05;5;269;1614
3.110285006195787e-05;6;1;1615
3.109458901280463e-05;6;2;1616
3.108632796365139e-05;6;3;1617
3.107806691449814e-05;6;4;1618
3.1069805865344904e-05;6;5;1619
3.106154481619166e-05;6;6;1620
3.105328376703842e-05;6;7;1621
3.1045022717885175e-05;6;8;1622
3.103676166873193e-05;6;9;1623
3.102850061957869e-05;6;10;1624
3.1020239570425446e-05;6;11;1625
3.101197852127221e-05;6;12;1626
3.100371747211896e-05;6;13;1627
3.099545642296572e-05;6;14;1628
3.098719537381248e-05;6;15;1629
3.0978934324659233e-05;6;16;1630
3.0970673275505995e-05;6;17;1631
3.096241222635275e-05;6;18;1632
3.0954151177199504e-05;6;19;1633
3.0945890128046266e-05;6;20;1634
3.093762907889302e-05;6;21;1635
3.092936802973978e-05;6;22;1636
3.092110698058654e-05;6;23;1637
3.091284593143329e-05;6;24;1638
3.090458488228005e-05;6;25;1639
3.089632383312681e-05;6;26;1640
3.088806278397357e-05;6;27;1641
3.0879801734820324e-05;6;28;1642
3.087154068566708e-05;6;29;1643
3.086327963651384e-05;6;30;1644
3.0855018587360595e-05;6;31;1645
3.084675753820736e-05;6;32;1646
3.083849648905411e-05;6;33;1647
3.0830235439900866e-05;6;34;1648
3.082197439074763e-05;6;35;1649
3.081371334159438e-05;6;36;1650
3.080545229244114e-05;6;37;1651
3.07971912432879e-05;6;38;1652
3.0788930194134654e-05;6;39;1653
3.0780669144981415e-05;6;40;1654
3.077240809582817e-05;6;41;1655
3.0764147046674925e-05;6;42;1656
3.0755885997521686e-05;6;43;1657
3.074762494836844e-05;6;44;1658
3.07393638992152e-05;6;45;1659
3.073110285006196e-05;6;46;1660
3.072284180090872e-05;6;47;1661
3.0714580751755474e-05;6;48;1662
3.0706319702602235e-05;6;49;1663
3.069805865344899e-05;6;50;1664
3.0689797604295745e-05;6;51;1665
3.0681536555142506e-05;6;52;1666
3.067327550598926e-05;6;53;1667
3.066501445683602e-05;6;54;1668
3.065675340768278e-05;6;55;1669
3.064849235852954e-05;6;56;1670
3.0640231309376294e-05;6;57;1671
3.063197026022305e-05;6;58;1672
3.062370921106981e-05;6;59;1673
3.0615448161916565e-05;6;60;1674
3.0607187112763326e-05;6;61;1675
3.059892606361008e-05;6;62;1676
3.059066501445684e-05;6;63;1677
3.05824039653036e-05;6;64;1678
3.057414291615036e-05;6;65;1679
3.0565881866997114e-05;6;66;1680
3.055762081784387e-05;6;67;1681
3.054935976869063e-05;6;68;1682
3.0541098719537385e-05;6;69;1683
3.0532837670384146e-05;6;70;1684
3.05245766212309e-05;6;71;1685
3.0516315572077656e-05;6;72;1686
3.0508054522924414e-05;6;73;1687
3.0499793473771172e-05;6;74;1688
3.049153242461793e-05;6;75;1689
3.0483271375464688e-05;6;76;1690
3.0475010326311443e-05;6;77;1691
3.0466749277158205e-05;6;78;1692
3.045848822800496e-05;6;79;1693
3.0450227178851714e-05;6;80;1694
3.0441966129698476e-05;6;81;1695
3.043370508054523e-05;6;82;1696
3.0425444031391992e-05;6;83;1697
3.0417182982238747e-05;6;84;1698
3.04089219330855e-05;6;85;1699
3.0400660883932263e-05;6;86;1700
3.0392399834779018e-05;6;87;1701
3.038413878562578e-05;6;88;1702
3.0375877736472534e-05;6;89;1703
3.036761668731929e-05;6;90;1704
3.035935563816605e-05;6;91;1705
3.0351094589012805e-05;6;92;1706
3.0342833539859567e-05;6;93;1707
3.033457249070632e-05;6;94;1708
3.032631144155308e-05;6;95;1709
3.0318050392399838e-05;6;96;1710
3.0309789343246592e-05;6;97;1711
3.0301528294093354e-05;6;98;1712
3.029326724494011e-05;6;99;1713
3.0285006195786867e-05;6;100;1714
3.0276745146633625e-05;6;101;1715
3.0268484097480383e-05;6;102;1716
3.026022304832714e-05;6;103;1717
3.02519619991739e-05;6;104;1718
3.0243700950020654e-05;6;105;1719
3.0235439900867412e-05;6;106;1720
3.022717885171417e-05;6;107;1721
3.021891780256093e-05;6;108;1722
3.0210656753407687e-05;6;109;1723
3.020239570425444e-05;6;110;1724
3.0194134655101203e-05;6;111;1725
3.0185873605947958e-05;6;112;1726
3.0177612556794716e-05;6;113;1727
3.0169351507641474e-05;6;114;1728
3.016109045848823e-05;6;115;1729
3.015282940933499e-05;6;116;1730
3.0144568360181745e-05;6;117;1731
3.01363073110285e-05;6;118;1732
3.012804626187526e-05;6;119;1733
3.0119785212722016e-05;6;120;1734
3.0111524163568778e-05;6;121;1735
3.0103263114415532e-05;6;122;1736
3.0095002065262287e-05;6;123;1737
3.008674101610905e-05;6;124;1738
3.0078479966955803e-05;6;125;1739
3.0070218917802565e-05;6;126;1740
3.006195786864932e-05;6;127;1741
3.0053696819496078e-05;6;128;1742
3.0045435770342836e-05;6;129;1743
3.0037174721189594e-05;6;130;1744
3.0028913672036352e-05;6;131;1745
3.0020652622883107e-05;6;132;1746
3.0012391573729865e-05;6;133;1747
3.0004130524576623e-05;6;134;1748
2.999586947542338e-05;6;135;1749
2.998760842627014e-05;6;136;1750
2.9979347377116898e-05;6;137;1751
2.9971086327963653e-05;6;138;1752
2.996282527881041e-05;6;139;1753
2.995456422965717e-05;6;140;1754
2.9946303180503927e-05;6;141;1755
2.9938042131350685e-05;6;142;1756
2.992978108219744e-05;6;143;1757
2.99215200330442e-05;6;144;1758
2.9913258983890956e-05;6;145;1759
2.9904997934737718e-05;6;146;1760
2.9896736885584472e-05;6;147;1761
2.9888475836431227e-05;6;148;1762
2.988021478727799e-05;6;149;1763
2.9871953738124744e-05;6;150;1764
2.9863692688971505e-05;6;151;1765
2.985543163981826e-05;6;152;1766
2.9847170590665015e-05;6;153;1767
2.9838909541511776e-05;6;154;1768
2.983064849235853e-05;6;155;1769
2.982238744320529e-05;6;156;1770
2.9814126394052047e-05;6;157;1771
2.9805865344898802e-05;6;158;1772
2.9797604295745563e-05;6;159;1773
2.9789343246592318e-05;6;160;1774
2.9781082197439076e-05;6;161;1775
2.9772821148285834e-05;6;162;1776
2.9764560099132593e-05;6;163;1777
2.975629904997935e-05;6;164;1778
2.9748038000826106e-05;6;165;1779
2.9739776951672864e-05;6;166;1780
2.9731515902519622e-05;6;167;1781
2.972325485336638e-05;6;168;1782
2.9714993804213138e-05;6;169;1783
2.9706732755059896e-05;6;170;1784
2.969847170590665e-05;6;171;1785
2.9690210656753413e-05;6;172;1786
2.9681949607600167e-05;6;173;1787
2.9673688558446925e-05;6;174;1788
2.9665427509293684e-05;6;175;1789
2.965716646014044e-05;6;176;1790
2.96489054109872e-05;6;177;1791
2.9640644361833955e-05;6;178;1792
2.9632383312680716e-05;6;179;1793
2.962412226352747e-05;6;180;1794
2.9615861214374226e-05;6;181;1795
2.9607600165220987e-05;6;182;1796
2.9599339116067742e-05;6;183;1797
2.9591078066914504e-05;6;184;1798
2.9582817017761258e-05;6;185;1799
2.9574555968608013e-05;6;186;1800
2.9566294919454775e-05;6;187;1801
2.955803387030153e-05;6;188;1802
2.954977282114829e-05;6;189;1803
2.9541511771995046e-05;6;190;1804
2.95332507228418e-05;6;191;1805
2.9524989673688562e-05;6;192;1806
2.9516728624535317e-05;6;193;1807
2.9508467575382075e-05;6;194;1808
2.9500206526228833e-05;6;195;1809
2.949194547707559e-05;6;196;1810
2.948368442792235e-05;6;197;1811
2.9475423378769107e-05;6;198;1812
2.9467162329615862e-05;6;199;1813
2.945890128046262e-05;6;200;1814
2.945064023130938e-05;6;201;1815
2.9442379182156137e-05;6;202;1816
2.9434118133002895e-05;6;203;1817
2.942585708384965e-05;6;204;1818
2.941759603469641e-05;6;205;1819
2.9409334985543166e-05;6;206;1820
2.9401073936389924e-05;6;207;1821
2.9392812887236682e-05;6;208;1822
2.9384551838083437e-05;6;209;1823
2.93762907889302e-05;6;210;1824
2.9368029739776953e-05;6;211;1825
2.9359768690623715e-05;6;212;1826
2.935150764147047e-05;6;213;1827
2.9343246592317224e-05;6;214;1828
2.9334985543163986e-05;6;215;1829
2.932672449401074e-05;6;216;1830
2.9318463444857502e-05;6;217;1831
2.9310202395704257e-05;6;218;1832
2.930194134655101e-05;6;219;1833
2.9293680297397773e-05;6;220;1834
2.9285419248244528e-05;6;221;1835
2.927715819909129e-05;6;222;1836
2.9268897149938044e-05;6;223;1837
2.9260636100784802e-05;6;224;1838
2.925237505163156e-05;6;225;1839
2.9244114002478315e-05;6;226;1840
2.9235852953325077e-05;6;227;1841
2.922759190417183e-05;6;228;1842
2.921933085501859e-05;6;229;1843
2.9211069805865348e-05;6;230;1844
2.9202808756712106e-05;6;231;1845
2.9194547707558864e-05;6;232;1846
2.918628665840562e-05;6;233;1847
2.9178025609252377e-05;6;234;1848
2.9169764560099135e-05;6;235;1849
2.9161503510945893e-05;6;236;1850
2.9153242461792648e-05;6;237;1851
2.914498141263941e-05;6;238;1852
2.9136720363486164e-05;6;239;1853
2.9128459314332926e-05;6;240;1854
2.912019826517968e-05;6;241;1855
2.9111937216026435e-05;6;242;1856
2.9103676166873197e-05;6;243;1857
2.909541511771995e-05;6;244;1858
2.9087154068566713e-05;6;245;1859
2.9078893019413468e-05;6;246;1860
2.9070631970260223e-05;6;247;1861
2.9062370921106984e-05;6;248;1862
2.905410987195374e-05;6;249;1863
2.90458488228005e-05;6;250;1864
2.9037587773647255e-05;6;251;1865
2.902932672449401e-05;6;252;1866
2.902106567534077e-05;6;253;1867
2.9012804626187526e-05;6;254;1868
2.9004543577034288e-05;6;255;1869
2.8996282527881043e-05;6;256;1870
2.89880214787278e-05;6;257;1871
2.897976042957456e-05;6;258;1872
2.8971499380421314e-05;6;259;1873
2.8963238331268075e-05;6;260;1874
2.895497728211483e-05;6;261;1875
2.8946716232961588e-05;6;262;1876
2.8938455183808346e-05;6;263;1877
2.8930194134655104e-05;6;264;1878
2.8921933085501862e-05;6;265;1879
2.891367203634862e-05;6;266;1880
2.8905410987195375e-05;6;267;1881
2.8897149938042133e-05;6;268;1882
2.888888888888889e-05;6;269;1883
2.888062783973565e-05;7;1;1884
2.8872366790582408e-05;7;2;1885
2.8864105741429163e-05;7;3;1886
2.8855844692275924e-05;7;4;1887
2.884758364312268e-05;7;5;1888
2.8839322593969434e-05;7;6;1889
2.8831061544816195e-05;7;7;1890
2.882280049566295e-05;7;8;1891
2.881453944650971e-05;7;9;1892
2.8806278397356466e-05;7;10;1893
2.879801734820322e-05;7;11;1894
2.8789756299049983e-05;7;12;1895
2.8781495249896737e-05;7;13;1896
2.87732342007435e-05;7;14;1897
2.8764973151590254e-05;7;15;1898
2.875671210243701e-05;7;16;1899
2.874845105328377e-05;7;17;1900
2.8740190004130525e-05;7;18;1901
2.8731928954977286e-05;7;19;1902
2.872366790582404e-05;7;20;1903
2.87154068566708e-05;7;21;1904
2.8707145807517557e-05;7;22;1905
2.8698884758364315e-05;7;23;1906
2.8690623709211074e-05;7;24;1907
2.868236266005783e-05;7;25;1908
2.8674101610904586e-05;7;26;1909
2.8665840561751345e-05;7;27;1910
2.8657579512598103e-05;7;28;1911
2.864931846344486e-05;7;29;1912
2.864105741429162e-05;7;30;1913
2.8632796365138374e-05;7;31;1914
2.8624535315985132e-05;7;32;1915
2.861627426683189e-05;7;33;1916
2.8608013217678648e-05;7;34;1917
2.8599752168525406e-05;7;35;1918
2.859149111937216e-05;7;36;1919
2.8583230070218923e-05;7;37;1920
2.8574969021065677e-05;7;38;1921
2.856670797191244e-05;7;39;1922
2.8558446922759194e-05;7;40;1923
2.855018587360595e-05;7;41;1924
2.854192482445271e-05;7;42;1925
2.8533663775299465e-05;7;43;1926
2.852540272614622e-05;7;44;1927
2.851714167699298e-05;7;45;1928
2.8508880627839736e-05;7;46;1929
2.8500619578686497e-05;7;47;1930
2.8492358529533252e-05;7;48;1931
2.848409748038001e-05;7;49;1932
2.847583643122677e-05;7;50;1933
2.8467575382073523e-05;7;51;1934
2.8459314332920285e-05;7;52;1935
2.845105328376704e-05;7;53;1936
2.8442792234613798e-05;7;54;1937
2.8434531185460556e-05;7;55;1938
2.8426270136307314e-05;7;56;1939
2.8418009087154072e-05;7;57;1940
2.8409748038000827e-05;7;58;1941
2.8401486988847585e-05;7;59;1942
2.8393225939694343e-05;7;60;1943
2.83849648905411e-05;7;61;1944
2.837670384138786e-05;7;62;1945
2.8368442792234617e-05;7;63;1946
2.8360181743081372e-05;7;64;1947
2.8351920693928134e-05;7;65;1948
2.834365964477489e-05;7;66;1949
2.8335398595621647e-05;7;67;1950
2.8327137546468405e-05;7;68;1951
2.831887649731516e-05;7;69;1952
2.831061544816192e-05;7;70;1953
2.8302354399008676e-05;7;71;1954
2.8294093349855437e-05;7;72;1955
2.8285832300702192e-05;7;73;1956
2.8277571251548947e-05;7;74;1957
2.826931020239571e-05;7;75;1958
2.8261049153242463e-05;7;76;1959
2.8252788104089225e-05;7;77;1960
2.824452705493598e-05;7;78;1961
2.8236266005782734e-05;7;79;1962
2.8228004956629496e-05;7;80;1963
2.821974390747625e-05;7;81;1964
2.821148285832301e-05;7;82;1965
2.8203221809169767e-05;7;83;1966
2.819496076001652e-05;7;84;1967
2.8186699710863283e-05;7;85;1968
2.8178438661710038e-05;7;86;1969
2.8170177612556796e-05;7;87;1970
2.8161916563403554e-05;7;88;1971
2.8153655514250312e-05;7;89;1972
2.814539446509707e-05;7;90;1973
2.813713341594383e-05;7;91;1974
2.8128872366790583e-05;7;92;1975
2.812061131763734e-05;7;93;1976
2.81123502684841e-05;7;94;1977
2.8104089219330858e-05;7;95;1978
2.8095828170177616e-05;7;96;1979
2.808756712102437e-05;7;97;1980
2.8079306071871132e-05;7;98;1981
2.8071045022717887e-05;7;99;1982
2.8062783973564645e-05;7;100;1983
2.8054522924411403e-05;7;101;1984
2.8046261875258158e-05;7;102;1985
2.803800082610492e-05;7;103;1986
2.8029739776951674e-05;7;104;1987
2.8021478727798436e-05;7;105;1988
2.801321767864519e-05;7;106;1989
2.8004956629491945e-05;7;107;1990
2.7996695580338707e-05;7;108;1991
2.798843453118546e-05;7;109;1992
2.7980173482032223e-05;7;110;1993
2.7971912432878978e-05;7;111;1994
2.7963651383725733e-05;7;112;1995
2.7955390334572494e-05;7;113;1996
2.794712928541925e-05;7;114;1997
2.793886823626601e-05;7;115;1998
2.7930607187112765e-05;7;116;1999
2.7922346137959523e-05;7;117;2000
2.791408508880628e-05;7;118;2001
2.7905824039653036e-05;7;119;2002
2.7897562990499794e-05;7;120;2003
2.7889301941346553e-05;7;121;2004
2.788104089219331e-05;7;122;2005
2.787277984304007e-05;7;123;2006
2.7864518793886827e-05;7;124;2007
2.7856257744733582e-05;7;125;2008
2.784799669558034e-05;7;126;2009
2.7839735646427098e-05;7;127;2010
2.7831474597273856e-05;7;128;2011
2.7823213548120614e-05;7;129;2012
2.781495249896737e-05;7;130;2013
2.780669144981413e-05;7;131;2014
2.7798430400660885e-05;7;132;2015
2.7790169351507647e-05;7;133;2016
2.7781908302354402e-05;7;134;2017
2.7773647253201156e-05;7;135;2018
2.7765386204047918e-05;7;136;2019
2.7757125154894673e-05;7;137;2020
2.7748864105741434e-05;7;138;2021
2.774060305658819e-05;7;139;2022
2.7732342007434944e-05;7;140;2023
2.7724080958281705e-05;7;141;2024
2.771581990912846e-05;7;142;2025
2.770755885997522e-05;7;143;2026
2.7699297810821976e-05;7;144;2027
2.769103676166873e-05;7;145;2028
2.7682775712515493e-05;7;146;2029
2.7674514663362247e-05;7;147;2030
2.766625361420901e-05;7;148;2031
2.7657992565055764e-05;7;149;2032
2.7649731515902522e-05;7;150;2033
2.764147046674928e-05;7;151;2034
2.7633209417596035e-05;7;152;2035
2.7624948368442796e-05;7;153;2036
2.761668731928955e-05;7;154;2037
2.760842627013631e-05;7;155;2038
2.7600165220983067e-05;7;156;2039
2.7591904171829826e-05;7;157;2040
2.7583643122676584e-05;7;158;2041
2.7575382073523342e-05;7;159;2042
2.7567121024370097e-05;7;160;2043
2.7558859975216855e-05;7;161;2044
2.7550598926063613e-05;7;162;2045
2.7542337876910368e-05;7;163;2046
2.753407682775713e-05;7;164;2047
2.7525815778603884e-05;7;165;2048
2.7517554729450645e-05;7;166;2049
2.75092936802974e-05;7;167;2050
2.7501032631144155e-05;7;168;2051
2.7492771581990916e-05;7;169;2052
2.748451053283767e-05;7;170;2053
2.7476249483684433e-05;7;171;2054
2.7467988434531188e-05;7;172;2055
2.7459727385377942e-05;7;173;2056
2.7451466336224704e-05;7;174;2057
2.744320528707146e-05;7;175;2058
2.743494423791822e-05;7;176;2059
2.7426683188764975e-05;7;177;2060
2.741842213961173e-05;7;178;2061
2.741016109045849e-05;7;179;2062
2.7401900041305246e-05;7;180;2063
2.7393638992152007e-05;7;181;2064
2.7385377942998762e-05;7;182;2065
2.737711689384552e-05;7;183;2066
2.736885584469228e-05;7;184;2067
2.7360594795539037e-05;7;185;2068
2.7352333746385795e-05;7;186;2069
2.734407269723255e-05;7;187;2070
2.7335811648079308e-05;7;188;2071
2.7327550598926066e-05;7;189;2072
2.7319289549772824e-05;7;190;2073
2.7311028500619582e-05;7;191;2074
2.730276745146634e-05;7;192;2075
2.7294506402313095e-05;7;193;2076
2.7286245353159853e-05;7;194;2077
2.727798430400661e-05;7;195;2078
2.726972325485337e-05;7;196;2079
2.7261462205700128e-05;7;197;2080
2.7253201156546882e-05;7;198;2081
2.7244940107393644e-05;7;199;2082
2.72366790582404e-05;7;200;2083
2.7228418009087153e-05;7;201;2084
2.7220156959933915e-05;7;202;2085
2.721189591078067e-05;7;203;2086
2.720363486162743e-05;7;204;2087
2.7195373812474186e-05;7;205;2088
2.718711276332094e-05;7;206;2089
2.7178851714167702e-05;7;207;2090
2.7170590665014457e-05;7;208;2091
2.716232961586122e-05;7;209;2092
2.7154068566707973e-05;7;210;2093
2.7145807517554728e-05;7;211;2094
2.713754646840149e-05;7;212;2095
2.7129285419248244e-05;7;213;2096
2.7121024370095006e-05;7;214;2097
2.711276332094176e-05;7;215;2098
2.710450227178852e-05;7;216;2099
2.7096241222635277e-05;7;217;2100
2.7087980173482035e-05;7;218;2101
2.7079719124328793e-05;7;219;2102
2.7071458075175548e-05;7;220;2103
2.7063197026022306e-05;7;221;2104
2.7054935976869064e-05;7;222;2105
2.7046674927715822e-05;7;223;2106
2.703841387856258e-05;7;224;2107
2.703015282940934e-05;7;225;2108
2.7021891780256093e-05;7;226;2109
2.7013630731102855e-05;7;227;2110
2.700536968194961e-05;7;228;2111
2.6997108632796368e-05;7;229;2112
2.6988847583643126e-05;7;230;2113
2.698058653448988e-05;7;231;2114
2.6972325485336642e-05;7;232;2115
2.6964064436183397e-05;7;233;2116
