special_token_size	1
token_size	2912
singleton_size	1636
singleton_max_count	1
1781	bubbly	1
1782	weekday	1
1783	korbett	1
1784	cramp	1
1785	corner	1
1786	lady	1
1787	moreover	1
1788	takes	1
1789	oven	1
1790	strawberry	1
1791	daiquiries	1
1792	thius	1
1793	loves	1
1794	adventure	1
1795	enter	1
1796	unmarked	1
1797	doors	1
1798	zen	1
1799	décor	1
1800	discreet	1
1801	porcini	1
1802	tagliatelle	1
1803	patroon	1
1804	features	1
1805	cigar	1
1806	11	1
1807	guacamole	1
1808	shredded	1
1809	pizzaria	1
1810	dramatic	1
1811	huffing	1
1812	panting	1
1813	muttering	1
1814	breath	1
1815	b/c	1
1816	walkup	1
1817	understated	1
1818	survice	1
1819	ls	1
1820	delightfully	1
1821	bts	1
1822	cant	1
1823	gimmick	1
1824	theme	1
1825	burnt	1
1826	panchetta	1
1827	raddichio	1
1828	bitter	1
1829	atmoshere	1
1830	popular	1
1831	nearly	1
1832	warrant	1
1833	baluchi	1
1834	solid	1
1835	filthy	1
1836	inspired	1
1837	sandwiches	1
1838	arugula	1
1839	.both	1
1840	moderate	1
1841	help	1
1842	balls	1
1843	edible	1
1844	and/or	1
1845	rosemary	1
1846	flavoring	1
1847	luckily	1
1848	saved	1
1849	further	1
1850	undoubtedly	1
1851	don	1
1852	chennai	1
1853	bored	1
1854	distinct	1
1855	onto	1
1856	hopping	1
1857	cooked-to-perfection	1
1858	tomato	1
1859	shoestring	1
1860	restaraunt	1
1861	minnow	1
1862	mileau	1
1863	medicore	1
1864	stay	1
1865	ration	1
1866	overpack	1
1867	gigondas	1
1868	champagne	1
1869	friendlier	1
1870	judge	1
1871	heavenly	1
1872	rose	1
1873	pakistani	1
1874	fallback	1
1875	appalled	1
1876	ideal	1
1877	dark	1
1878	complaints	1
1879	stinks	1
1880	sticks	1
1881	classmates	1
1882	talented	1
1883	baba	1
1884	ganoush	1
1885	lemony	1
1886	smoky	1
1887	lanterna	1
1888	speaking	1
1889	mens	1
1890	fastest	1
1891	bark	1
1892	train	1
1893	ride	1
1894	tongue	1
1895	particulary	1
1896	servings	1
1897	wasnt	1
1898	originally	1
1899	sidewalk	1
1900	50	1
1901	feet	1
1902	6th	1
1903	distraction	1
1904	notice	1
1905	payed	1
1906	300	1
1907	frickin	1
1908	quintessential	1
1909	till	1
1910	vegetables	1
1911	theater	1
1912	blocks	1
1913	scampi	1
1914	antipasti	1
1915	aesthetic	1
1916	beautification	1
1917	she's-way-cuter-than-me-that-b	1
1918	@	1
1919	#	1
1920	*	1
1921	skiline	1
1922	foggy	1
1923	rainy	1
1924	prepare	1
1925	unda	1
1926	heritage	1
1927	swaying	1
1928	thailand	1
1929	overdone	1
1930	tamarind	1
1931	par	1
1932	non-veg	1
1933	sapphire	1
1934	dosas	1
1935	skimpy	1
1936	drip	1
1937	grease	1
1938	popcorn	1
1939	topping	1
1940	upstate	1
1941	freeze	1
1942	pear	1
1943	torte	1
1944	unable	1
1945	provide	1
1946	excuse	1
1947	upset	1
1948	tip	1
1949	hand-painted	1
1950	devine	1
1951	sensual	1
1952	retired	1
1953	hipster	1
1954	degree	1
1955	certainty	1
1956	laid-back	1
1957	enhanced	1
1958	dumping	1
1959	halfway	1
1960	waitstaffs	1
1961	thanked	1
1962	takeout	1
1963	tupperware	1
1964	pam	1
1965	mayo	1
1966	intelligent	1
1967	daughter	1
1968	reception	1
1969	edge	1
1970	highest	1
1971	compliments	1
1972	beverage	1
1973	split	1
1974	blasted	1
1975	isnt	1
1976	dollar	1
1977	minimun	1
1978	14	1
1979	offended	1
1980	necessary	1
1981	diners	1
1982	vindaloo	1
1983	svc	1
1984	esp	1
1985	opted	1
1986	timely	1
1987	broth	1
1988	reviewers	1
1989	visited	1
1990	repeat	1
1991	one-two	1
1992	punch	1
1993	classic	1
1994	twists	1
1995	trattoria	1
1996	closes	1
1997	birthday	1
1998	bunch	1
1999	mermaid	1
2000	inn	1
2001	pans	1
2002	kept	1
2003	amuse	1
2004	bouche	1
2005	advanatage	1
2006	european	1
2007	outing	1
2008	bfc	1
2009	ambient	1
2010	unheralded	1
2011	impecible	1
2012	magnificant	1
2013	turkey	1
2014	scary	1
2015	partial	1
2016	croquette	1
2017	squishy	1
2018	bun	1
2019	gross	1
2020	wow-	1
2021	cocktail	1
2022	citrus	1
2023	lime	1
2024	mint	1
2025	wine-by-the-glass	1
2026	generously	1
2027	filled	1
2028	happen	1
2029	policy	1
2030	goes	1
2031	self-respect	1
2032	includes	1
2033	letting	1
2034	intimidate	1
2035	i.e	1
2036	asking	1
2037	trivialities	1
2038	likes	1
2039	scared	1
2040	entertained	1
2041	winter	1
2042	warmer	1
2043	soft	1
2044	continually	1
2045	refilled	1
2046	sophia	1
2047	cantonese	1
2048	calzones	1
2049	horrific	1
2050	vomit-inducing	1
2051	yuck	1
2052	removing	1
2053	hollondaise	1
2054	failed	1
2055	confusing	1
2056	go-to	1
2057	foreseeable	1
2058	flavorful	1
2059	slamwich	1
2060	act	1
2061	hanger	1
2062	rubber	1
2063	flavorless	1
2064	thawed	1
2065	fired	1
2066	stressed	1
2067	unisex	1
2068	cleaned	1
2069	shine	1
2070	aggressively	1
2071	cyrpriot	1
2072	higher	1
2073	diamond	1
2074	rough	1
2075	herbs	1
2076	tomatoes	1
2077	penny	1
2078	ruined	1
2079	menu-fare	1
2080	virgins	1
2081	weekly	1
2082	regulars	1
2083	taxan	1
2084	inexpertly	1
2085	sliced	1
2086	pass	1
2087	truffle	1
2088	parmesan	1
2089	bruschetta	1
2090	winner	1
2091	shu	1
2092	mai	1
2093	greasy	1
2094	gulab	1
2095	jamun	1
2096	drumsticks	1
2097	sour	1
2098	yorkers	1
2099	clubhouse	1
2100	trying	1
2101	pesto	1
2102	thin-crust	1
2103	amount	1
2104	hutner	1
2105	college	1
2106	students	1
2107	explored	1
2108	seats	1
2109	uncomfortable	1
2110	against	1
2111	wall	1
2112	benches	1
2113	closely	1
2114	situated	1
2115	candle-light	1
2116	overcompensate	1
2117	raved	1
2118	rooms	1
2119	incomparable	1
2120	triple	1
2121	color	1
2122	norwegetan	1
2123	diner-ish	1
2124	sparse	1
2125	trophy	1
2126	wives	1
2127	escorts	1
2128	normal	1
2129	absurdly	1
2130	wait-staff	1
2131	recognize	1
2132	glorified	1
2133	clumsy	1
2134	sites	1
2135	def	1
2136	commending	1
2137	begin	1
2138	tokyo	1
2139	wallets	1
2140	empy	1
2141	stomachs	1
2142	missed	1
2143	supposed	1
2144	acceptable	1
2145	drawn	1
2146	captivated	1
2147	fav	1
2148	sassy	1
2149	lassi	1
2150	possibly	1
2151	th	1
2152	pink	1
2153	pony	1
2154	planning	1
2155	ll	1
2156	ushered	1
2157	booths	1
2158	ground	1
2159	ceilings	1
2160	stars	1
2161	sky	1
2162	roommate	1
2163	guess	1
2164	fit	1
2165	zero	1
2166	boot	1
2167	frequented	1
2168	'ino	1
2169	remains	1
2170	correct	1
2171	worked	1
2172	cook	1
2173	maggot	1
2174	disrespectful	1
2175	clients	1
2176	strikes	1
2177	togethers	1
2178	crammed	1
2179	stylish	1
2180	decided	1
2181	yorkie	1
2182	unobtrusive	1
2183	present	1
2184	attend	1
2185	calm	1
2186	quietly	1
2187	shout	1
2188	pureed	1
2189	anybody	1
2190	cooling	1
2191	coconut	1
2192	herb	1
2193	moved	1
2194	duty	1
2195	spread	1
2196	drawbacks	1
2197	toast	1
2198	quacamole	1
2199	wings	1
2200	chimmichuri	1
2201	fit-out	1
2202	furnishings	1
2203	carte	1
2204	des	1
2205	vins	1
2206	*not*	1
2207	claimed	1
2208	citysearch	1
2209	editorial	1
2210	speedy	1
2211	recieved	1
2212	knowledgeable	1
2213	pairings	1
2214	move	1
2215	upper	1
2216	genuinely	1
2217	purple	1
2218	haze	1
2219	occassion	1
2220	greg	1
2221	mark	1
2222	fornino	1
2223	blows	1
2224	families	1
2225	receipies	1
2226	proprietor	1
2227	tartare	1
2228	bet	1
2229	nonetheless	1
2230	myagi	1
2231	negative	1
2232	somewhere	1
2233	russe	1
2234	grade	1
2235	apppetizers	1
2236	bathrooms	1
2237	laugh	1
2238	bother	1
2239	l	1
2240	frendly	1
2241	regularly	1
2242	varies	1
2243	mediorce	1
2244	leon	1
2245	fare	1
2246	lively	1
2247	exceeds	1
2248	actual	1
2249	constant	1
2250	mille	1
2251	grazie	1
2252	constitute	1
2253	proper	1
2254	lava	1
2255	breathtaking	1
2256	saffron	1
2257	calling	1
2258	hampton	1
2259	chutney	1
2260	co.	1
2261	substance	1
2262	unhelpful	1
2263	clerks	1
2264	dearth	1
2265	former	1
2266	portobello	1
2267	mole	1
2268	starter	1
2269	astoria	1
2270	gyros	1
2271	passable	1
2272	refill	1
2273	bison	1
2274	whenever	1
2275	summer-eat	1
2276	feature	1
2277	9:30	1
2278	died	1
2279	delicate	1
2280	kick-ass	1
2281	munchies	1
2282	mid	1
2283	boost	1
2284	overcooked	1
2285	'special	1
2286	heartland	1
2287	brewery	1
2288	brioche	1
2289	lollies	1
2290	favors	1
2291	bottled	1
2292	brahma	1
2293	patsy	1
2294	=	1
2295	farro	1
2296	yukon	1
2297	out-of-towners	1
2298	sunset	1
2299	earned	1
2300	unappealing	1
2301	disapointing	1
2302	wanted	1
2303	cheeseburgers	1
2304	subpar	1
2305	personality	1
2306	changed	1
2307	admitted	1
2308	forgot	1
2309	reuben	1
2310	myself	1
2311	target	1
2312	uber	1
2313	whealthy	1
2314	joe	1
2315	whoever	1
2316	duo	1
2317	delish	1
2318	martini	1
2319	1/2	1
2320	vanilla	1
2321	shanty	1
2322	mmmm	1
2323	decour	1
2324	raise	1
2325	voices	1
2326	maintain	1
2327	tartar	1
2328	ever-changing	1
2329	surprises	1
2330	bgel	1
2331	overated	1
2332	sit-in	1
2333	response	1
2334	jsut	1
2335	evil	1
2336	somosas	1
2337	chai	1
2338	chole	1
2339	dhosas	1
2340	dhal	1
2341	kinda	1
2342	farm	1
2343	appear	1
2344	perfected	1
2345	ghastly	1
2346	technique	1
2347	making	1
2348	guilty	1
2349	deigning	1
2350	attract	1
2351	comforting	1
2352	uncooked	1
2353	ocasionally	1
2354	wondered	1
2355	freshmess	1
2356	raw	1
2357	vegatables	1
2358	orders	1
2359	questions	1
2360	greet	1
2361	hideous	1
2362	lowered	1
2363	bigger	1
2364	draw	1
2365	half/half	1
2366	buffalo	1
2367	omlette	1
2368	possible	1
2369	fought	1
2370	dynamite	1
2371	otherworldly	1
2372	areo	1
2373	girlfriends	1
2374	deserves	1
2375	shut-down	1
2376	combination	1
2377	super-fresh	1
2378	5'6	1
2379	brown	1
2380	hair	1
2381	eavesdrops	1
2382	chimes	1
2383	hears	1
2384	uninvited	1
2385	opinions	1
2386	context	1
2387	*really*	1
2388	talking	1
2389	downstairs	1
2390	lounge	1
2391	attraction	1
2392	risottos	1
2393	sepia	1
2394	rabbit	1
2395	moules	1
2396	10-piece	1
2397	combo	1
2398	spotty	1
2399	atomosphere	1
2400	certain	1
2401	flair	1
2402	button	1
2403	understood	1
2404	olives	1
2405	straight	1
2406	doughy	1
2407	creamy	1
2408	task	1
2409	diggest..	1
2410	count	1
2411	moody	1
2412	afterwards	1
2413	stuffed	1
2414	crabmeat	1
2415	ordinary	1
2416	elevated	1
2417	numerous	1
2418	variations	1
2419	available	1
2420	lawns	1
2421	hudson	1
2422	statue	1
2423	liberty	1
2424	vacation	1
2425	settled	1
2426	crunch	1
2427	snap	1
2428	i/we	1
2429	tremendously	1
2430	bucket	1
2431	yamato	1
2432	youre	1
2433	doesnt	1
2434	turnip	1
2435	buns	1
2436	custards	1
2437	surprisingly	1
2438	earth	1
2439	admittedly	1
2440	fishiest	1
2441	w/	1
2442	bones	1
2443	prestige	1
2444	discovered	1
2445	quibbles	1
2446	off-set	1
2447	pour-your-own	1
2448	measures	1
2449	liquers	1
2450	courtesey	1
2451	indo	1
2452	tap	1
2453	celebrated	1
2454	engagement	1
2455	organized	1
2456	tilapia	1
2457	cardboard	1
2458	characters	1
2459	noticed	1
2460	eatting	1
2461	sign	1
2462	reluctant	1
2463	jem	1
2464	overcrowded	1
2465	lovers	1
2466	ages	1
2467	favor	1
2468	varied	1
2469	raga	1
2470	atmoshpere	1
2471	all-u-can-eat	1
2472	above-average	1
2473	overly	1
2474	brilliant	1
2475	jelly	1
2476	drunken	1
2477	soupy	1
2478	stir	1
2479	fry	1
2480	apology	1
2481	complimentary	1
2482	snobby	1
2483	lip	1
2484	everytime	1
2485	varieties	1
2486	porridge	1
2487	boarderline	1
2488	associates	1
2489	efficiently	1
2490	bustling	1
2491	cobb	1
2492	try-state	1
2493	comfort	1
2494	speaks	1
2495	apologizing	1
2496	handing	1
2497	adn	1
2498	why	1
2499	rated	1
2500	shame	1
2501	switch	1
2502	disappeared	1
2503	dal	1
2504	dam	1
2505	kababs	1
2506	hesititate	1
2507	hate	1
2508	thalia	1
2509	match	1
2510	hospitality	1
2511	bragging	1
2512	repulsive	1
2513	writing	1
2514	exclaimed	1
2515	ginger	1
2516	over-bearing	1
2517	badly	1
2518	marinara/arrabiatta	1
2519	en	1
2520	carozza	1
2521	mmmmmmmm	1
2522	general	1
2523	range	1
2524	subtle	1
2525	tries	1
2526	scheme	1
2527	18	1
2528	ceviche	1
2529	mix	1
2530	assorted	1
2531	45	1
2532	richly	1
2533	rewarded	1
2534	savor	1
2535	indo-chinese	1
2536	concluded	1
2537	soo	1
2538	biggest	1
2539	tended	1
2540	belligerent	1
2541	complaint	1
2542	rings	1
2543	sticky	1
2544	donuts	1
2545	..were	1
2546	utensils	1
2547	complained	1
2548	apologetic	1
2549	reminds	1
2550	diverse	1
2551	jobs	1
2552	cultured	1
2553	age	1
2554	incremental	1
2555	cost	1
2556	cutting	1
2557	trend	1
2558	period	1
2559	finest	1
2560	industry	1
2561	caution	1
2562	guru	1
2563	severely	1
2564	unquestionably	1
2565	inexplicably	1
2566	ranges	1
2567	dismissive	1
2568	members	1
2569	hand-and-foot	1
2570	pair	1
2571	girls	1
2572	nearby	1
2573	detail	1
2574	miso	1
2575	complex	1
2576	apps	1
2577	stellar	1
2578	little-tastier-than-normal	1
2579	mama	1
2580	mia	1
2581	summertime	1
2582	deck	1
2583	blanket	1
2584	draft	1
2585	jukebox	1
2586	bartenders	1
2587	mile	1
2588	upstairs	1
2589	balconey	1
2590	wide	1
2591	oceans	1
2592	atlantic	1
2593	pacific	1
2594	horse	1
2595	mackerel	1
2596	ikura	1
2597	among	1
2598	rustic	1
2599	abbreviated	1
2600	g/f	1
2601	locals	1
2602	survives	1
2603	one-time	1
2604	tourists	1
2605	pumpkin	1
2606	gnocchis	1
2607	sister	1
2608	break	1
2609	amongst	1
2610	running	1
2611	disney	1
2612	l.a	1
2613	tikka	1
2614	chana	1
2615	garbanzo	1
2616	mall	1
2617	beverly	1
2618	center	1
2619	appreciate	1
2620	samosas	1
2621	etc	1
2622	mild	1
2623	bhartha	1
2624	tomatoey	1
2625	chickpeas	1
2626	understand	1
2627	stranger	1
2628	fajita	1
2629	colorado	1
2630	fajitas	1
2631	cosy	1
2632	taco	1
2633	unforgettable	1
2634	ethic	1
2635	holy	1
2636	labne	1
2637	dip	1
2638	america	1
2639	drizzle	1
2640	fragrant	1
2641	stop	1
2642	swore	1
2643	shoe	1
2644	string	1
2645	brie	1
2646	winelist	1
2647	sommelier	1
2648	down-to-earth	1
2649	knowlegable	1
2650	potions	1
2651	downsizing	1
2652	mainland	1
2653	europe	1
2654	coffe	1
2655	behind	1
2656	kafta	1
2657	forever	1
2658	none	1
2659	stringiness	1
2660	accompanies	1
2661	allergic	1
2662	bat	1
2663	suggested	1
2664	unbeatable	1
2665	melt	1
2666	sashmi	1
2667	hmmmm	1
2668	suculent	1
2669	nah	1
2670	chuwam	1
2671	mushi	1
2672	25	1
2673	omelet	1
2674	rendezvous	1
2675	efficient	1
2676	stood	1
2677	employees	1
2678	forth	1
2679	ignoring	1
2680	trust	1
2681	ingrediants	1
2682	phenominal	1
2683	finicky	1
2684	sampled	1
2685	over-rated	1
2686	line	1
2687	snotty	1
2688	receive	1
2689	expertly	1
2690	killer	1
2691	soho	1
2692	fluke	1
2693	yellow	1
2694	tail	1
2695	bream	1
2696	trout	1
2697	milk	1
2698	sardine	1
2699	monk	1
2700	scallop	1
2701	varity	1
2702	toro	1
2703	cell	1
2704	phone	1
2705	lacks	1
2706	honest	1
2707	shocked	1
2708	waterfront	1
2709	caeser	1
2710	prefer	1
2711	woman	1
2712	talk	1
2713	rantings	1
2714	dissatisfied	1
2715	potential	1
2716	impersonal	1
2717	corporate-like	1
2718	bloody	1
2719	mary	1
2720	addicting	1
2721	mimosas	1
2722	obviously	1
2723	slight	1
2724	crispiness	1
2725	batter	1
2726	soooo	1
2727	smaller	1
2728	walnyt	1
2729	brocollis	1
2730	finish	1
2731	brocolli	1
2732	kinds	1
2733	eventful	1
2734	nicely	1
2735	chintzy	1
2736	pretense	1
2737	spanish	1
2738	box	1
2739	avodcao	1
2740	usual	1
2741	disappoint	1
2742	freshness	1
2743	scored	1
2744	creativity	1
2745	sakes	1
2746	cheapest	1
2747	schooner	1
2748	marina	1
2749	beach	1
2750	unfortunately	1
2751	compensate	1
2752	indifferent	1
2753	presence	1
2754	reflected	1
2755	crabs	1
2756	kasu	1
2757	port	1
2758	spendid	1
2759	corn	1
2760	hash	1
2761	b	1
2762	gluten	1
2763	standby	1
2764	grammercy/union	1
2765	square/east	1
2766	neighbors	1
2767	worse	1
2768	tenders	1
2769	generous	1
2770	pouring	1
2771	lighthearted	1
2772	lifts	1
2773	spirits	1
2774	aback	1
2775	playing	1
2776	20-30	1
2777	pop	1
2778	subwoofer	1
2779	became	1
2780	midway	1
2781	shellfish	1
2782	alright	1
2783	turned	1
2784	exact	1
2785	liking	1
2786	medium	1
2787	peppercorn	1
2788	reduction	1
2789	indistinguishable	1
2790	ending	1
2791	excited	1
2792	seeing	1
2793	favortie	1
2794	cooks	1
2795	simplicity	1
2796	café	1
2797	gourmet	1
2798	won	1
2799	ensalata	1
2800	sinful	1
2801	wowed	1
2802	moon	1
2803	chefs	1
2804	decide	1
2805	half-way	1
2806	dissappointment	1
2807	celebrate	1
2808	honwy	1
2809	starbucks	1
2810	pleasure	1
2811	weekend	1
2812	thurs	1
2813	sun	1
2814	easier	1
2815	pairing	1
2816	vice	1
2817	versa	1
2818	ocean	1
2819	interested	1
2820	smell	1
2821	savory	1
2822	exeptional	1
2823	sometime	1
2824	army	1
2825	groovy	1
2826	attendant	1
2827	restroom	1
2828	odd	1
2829	toilets	1
2830	sink	1
2831	hanging	1
2832	paper	1
2833	towels	1
2834	dispenser	1
2835	mercedes	1
2836	undeniably	1
2837	aspiring	1
2838	festive	1
2839	catering	1
2840	raouls	1
2841	vegetable	1
2842	suberb	1
2843	walk	1
2844	door	1
2845	snooze	1
2846	sophisticated	1
2847	peel	1
2848	layers	1
2849	ihop	1
2850	brow	1
2851	tall	1
2852	skinny	1
2853	hour-glass	1
2854	shaped	1
2855	disguise	1
2856	gallon	1
2857	pancake	1
2858	justify	1
2859	expense	1
2860	offerings	1
2861	end	1
2862	27	1
2863	burrito	1
2864	iced	1
2865	exceedingly	1
2866	pleased	1
2867	report	1
2868	boathouse	1
2869	institution	1
2870	suspected	1
2871	accolades	1
2872	due	1
2873	scenery	1
2874	finding	1
2875	third-best	1
2876	brooke	1
2877	ambitious	1
2878	splurged	1
2879	shilshole	1
2880	sampler	1
2881	assortment	1
2882	gulf	1
2883	albacore	1
2884	manila	1
2885	dill	1
2886	dressing	1
2887	pile	1
2888	atop	1
2889	sublime	1
2890	entr	1
2891	eacute	1
2892	e	1
2893	seared	1
2894	complemented	1
2895	chard	1
2896	artichoke	1
2897	hearts	1
2898	fennel	1
2899	pecorino	1
2900	toscano	1
2901	apparently	1
2902	king	1
2903	creamed	1
2904	washington	1
2905	russet	1
2906	crisp	1
2907	remain	1
2908	puzzled	1
2909	issue	1
2910	children	1
2911	youth	1
2912	yeah	1
